conti_path,emotions,time
/content/continuous_speeches/combined_speech_Ses01F_script02_1.wav,"['neu', 'neu', 'neu', 'fru', 'neu', 'fru', 'hap', 'sur', 'neu', 'sur', 'neu', 'hap', 'sad', 'fru', 'fru', 'neu', 'neu', 'hap', 'exc', 'neu', 'neu', 'ang', 'neu', 'neu', 'neu', 'neu', 'neu', 'neu', 'ang', 'fru', 'neu', 'neu', 'neu', 'fru', 'exc', 'fru', 'neu', 'neu', 'exc', 'neu', 'hap', 'fru', 'fru', 'exc', 'neu', 'exc']","[3.98725, 7.5171875, 14.174687500000001, 15.834687500000001, 18.1591875, 19.749125000000003, 28.021625000000004, 29.506625000000003, 30.876625000000004, 32.846625, 39.8565625, 43.544875000000005, 45.464875000000006, 47.414812500000004, 48.91725, 50.98725, 52.91725, 54.69975, 57.7396875, 64.4411875, 77.3011875, 80.2711875, 82.741125, 84.461125, 86.01112499999999, 92.7326875, 93.862625, 104.3504375, 106.17037499999999, 107.450375, 112.990375, 118.1428125, 125.5203125, 132.80325, 147.42575, 150.01568749999998, 152.6256875, 154.8056875, 160.565625, 162.7755625, 165.7145625, 174.65449999999998, 176.8144375, 184.1384375, 186.028375, 193.44318750000002]"
/content/continuous_speeches/combined_speech_Ses01F_impro06.wav,"['neu', 'sad', 'sad', 'sad', 'sad', 'sad', 'sad', 'sad', 'neu', 'sad', 'neu', 'neu', 'sad', 'neu', 'sad', 'sad', 'neu', 'neu', 'neu', 'neu', 'sad', 'sad', 'sad', 'sad', 'sad', 'neu', 'sad', 'sad', 'sad', 'neu', 'sad']","[1.5899375, 13.629875, 21.629875, 27.679875, 34.5798125, 49.65975, 51.2396875, 61.1496875, 63.1196875, 82.069625, 83.4195625, 85.90956249999999, 94.87956249999999, 98.0645, 102.0944375, 108.7819375, 110.27193749999999, 117.86943749999999, 125.06943749999999, 127.1594375, 130.140875, 131.673375, 160.8033125, 166.64325, 168.36325, 175.9431875, 177.9331875, 181.2131875, 189.973125, 191.643125, 208.2280625]"
/content/continuous_speeches/combined_speech_Ses01M_script03_1.wav,"['hap', 'exc', 'fea', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'fea', 'hap', 'hap', 'hap', 'hap', 'hap', 'exc', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'fea', 'hap', 'hap', 'fea', 'exc', 'hap', 'fea', 'hap']","[1.2975, 6.1386875000000005, 7.941187500000001, 10.391125, 16.7468125, 19.3668125, 23.6968125, 26.2568125, 28.0791875, 31.467624999999998, 37.6680625, 40.5180625, 43.048, 46.198, 49.9679375, 53.8979375, 55.2304375, 59.308, 62.038, 70.948, 73.8355, 77.4555, 82.1454375, 91.535375, 94.835375, 96.195375, 98.7853125, 102.46531250000001, 105.23525000000001, 109.1176875, 111.98406250000001, 116.73406250000001, 120.6285625, 126.68125, 129.82375000000002, 133.18375000000003, 134.37368750000005, 137.46368750000005, 139.80368750000005, 142.64168750000005]"
/content/continuous_speeches/combined_speech_Ses01M_impro07.wav,"['hap', 'exc', 'exc', 'exc', 'neu', 'exc', 'sur', 'exc', 'exc', 'hap', 'neu', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'neu', 'hap', 'hap', 'hap', 'exc', 'exc', 'exc', 'exc', 'exc', 'neu', 'exc', 'exc', 'exc', 'hap', 'exc', 'exc', 'exc', 'exc', 'exc', 'hap', 'neu', 'exc', 'exc', 'exc', 'hap', 'exc', 'hap', 'sur']","[2.67, 6.6675, 11.9274375, 16.629875, 18.059874999999998, 20.519875, 23.5273125, 27.6648125, 33.62475, 36.76225, 38.792187500000004, 43.788375, 49.0871875, 52.692187499999996, 55.18718749999999, 59.647187499999994, 70.9146875, 73.817125, 77.29706250000001, 87.60450000000002, 89.95443750000001, 92.72437500000001, 97.8543125, 104.38425000000001, 109.5941875, 112.984125, 113.9240625, 120.164, 122.894, 130.064, 131.85399999999998, 136.6739375, 141.4239375, 147.1289375, 149.8789375, 157.141375, 161.27131250000002, 165.13131250000004, 174.63131250000004, 176.60131250000003, 180.15131250000005, 191.84125000000006, 204.34287500000005, 205.68287500000005, 207.89537500000006]"
/content/continuous_speeches/combined_speech_Ses01F_script01_1.wav,"['fru', 'ang', 'neu', 'neu', 'neu', 'fru', 'ang', 'fru', 'fru', 'fru', 'fru', 'sur', 'fru', 'neu', 'fru', 'fru', 'neu', 'fru', 'fru', 'neu', 'neu', 'ang', 'fru', 'fru', 'fru', 'fru', 'fru', 'fru', 'neu', 'fru', 'neu', 'neu', 'fru', 'fru', 'neu', 'fru', 'fru', 'fru', 'neu', 'fru', 'fru', 'fru', 'fru', 'fru', 'fru', 'neu', 'ang', 'fru', 'fru']","[5.52475, 15.774750000000001, 20.2661875, 23.61675, 26.29675, 28.444187499999998, 31.2441875, 33.6478125, 43.34525, 51.3690625, 56.9460625, 62.192375, 65.552375, 67.53625, 69.74443749999999, 74.52437499999999, 79.4731875, 83.913125, 93.92306249999999, 96.54306249999999, 99.92299999999999, 109.70293749999999, 112.71318749999999, 115.82312499999999, 118.89312499999998, 128.44562499999998, 140.13281249999997, 144.69349999999997, 147.11606249999997, 150.78581249999996, 156.43918749999997, 159.0491875, 163.8275625, 175.4903125, 177.78168749999998, 181.3916875, 186.04243749999998, 188.362375, 197.15775, 199.28368749999998, 203.7345, 207.548, 210.91218750000002, 215.10212500000003, 220.47212500000003, 231.66918750000002, 234.7391875, 237.60325, 240.7995625]"
/content/continuous_speeches/combined_speech_Ses01F_impro07.wav,"['exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'neu', 'exc', 'exc', 'exc', 'exc', 'hap', 'exc', 'exc']","[5.3274375, 11.154875, 20.204875, 22.5848125, 29.7848125, 38.90475, 50.9446875, 56.1146875, 61.817125000000004, 66.244625, 69.307125, 75.614625, 83.5095625, 86.43956250000001, 90.01018750000001, 103.15518750000001, 109.79512500000001, 114.87506250000001]"
/content/continuous_speeches/combined_speech_Ses01M_impro05.wav,"['ang', 'ang', 'neu', 'ang', 'ang', 'fru', 'neu', 'neu', 'ang', 'neu', 'neu', 'neu', 'ang', 'ang', 'neu', 'neu', 'neu', 'ang', 'neu', 'neu', 'ang', 'neu', 'fru', 'neu', 'fru', 'neu', 'ang', 'neu', 'ang', 'neu', 'fru']","[3.5, 7.2549375000000005, 8.5349375, 15.2549375, 22.2449375, 25.024874999999998, 29.274874999999998, 35.274874999999994, 40.16256249999999, 41.41256249999999, 43.34256249999999, 45.38249999999999, 47.883624999999995, 50.7035625, 52.76349999999999, 56.8234375, 61.413374999999995, 64.463375, 65.9333125, 68.7933125, 74.11825, 75.84825000000001, 76.97575, 79.72325000000001, 84.00325000000001, 89.74325, 96.25318750000001, 97.86068750000001, 100.2881875, 101.76812500000001, 105.948125]"
/content/continuous_speeches/combined_speech_Ses01M_script03_2.wav,"['neu', 'ang', 'neu', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'fru', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'sur', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'ang', 'neu']","[2.7820625, 6.132, 8.424937499999999, 12.344937499999999, 15.414937499999999, 20.312375, 26.412374999999997, 29.2323125, 34.24225, 35.96225, 45.342187499999994, 47.894687499999996, 51.2645, 57.7881875, 64.9325, 67.0175, 70.7675, 72.4274375, 75.9824375, 80.562375, 85.732375, 87.8923125, 90.8898125, 96.89975000000001, 99.42968750000001, 105.07962500000002, 117.54206250000001, 122.69043750000002, 130.270375, 133.1003125, 136.26775, 138.69775]"
/content/continuous_speeches/combined_speech_Ses01F_impro04.wav,"['ang', 'neu', 'neu', 'neu', 'neu', 'fru', 'fru', 'ang', 'ang', 'neu', 'neu', 'neu', 'neu', 'neu', 'ang', 'neu', 'fru', 'neu', 'neu', 'fru', 'neu', 'ang', 'ang', 'fru', 'neu', 'neu', 'fru', 'fru', 'neu', 'fru', 'neu', 'fru', 'neu', 'neu', 'fru', 'fru', 'neu', 'neu', 'neu', 'fru', 'neu', 'neu', 'neu', 'fru']","[4.4, 14.13, 18.7274375, 25.627375, 28.3018125, 30.93675, 34.1091875, 39.954187499999996, 41.964124999999996, 44.8258125, 48.0258125, 49.7758125, 51.01575, 53.735749999999996, 56.9206875, 61.563125, 73.8606875, 75.5306875, 83.197125, 87.047125, 93.1120625, 96.012, 99.1719375, 101.284375, 103.684375, 107.024375, 110.66181250000001, 112.42181250000002, 115.68175000000002, 119.19168750000003, 120.68168750000002, 123.21912500000002, 125.13912500000002, 129.54425000000003, 133.74425000000002, 137.44418750000003, 139.74468750000003, 140.86462500000002, 144.42112500000002, 150.11106250000003, 151.91106250000004, 154.94700000000003, 157.35656250000002, 160.0578125]"
/content/continuous_speeches/combined_speech_Ses01M_impro06.wav,"['sad', 'sad', 'neu', 'sad', 'sad', 'neu', 'sad', 'neu', 'sad', 'sad', 'sad', 'sad', 'neu', 'sad', 'sad', 'sad', 'sad', 'sad', 'neu', 'neu', 'neu', 'sad', 'neu', 'neu', 'neu', 'neu', 'neu', 'sad', 'sad', 'sad', 'sad', 'sad', 'sad', 'neu', 'sad', 'neu', 'sad', 'neu', 'neu', 'sad', 'neu', 'sad', 'sad', 'sad', 'neu', 'neu']","[5.0199375, 8.501312500000001, 10.491312500000001, 26.07125, 28.599625, 31.044562499999998, 35.091249999999995, 36.46368749999999, 40.06368749999999, 42.129124999999995, 46.43093749999999, 49.80143749999999, 51.34143749999999, 75.08143749999999, 78.5439375, 82.812, 85.8643125, 88.12675, 91.1860625, 93.043125, 97.013125, 100.9030625, 103.48756250000001, 106.43750000000001, 108.75743750000001, 111.72875, 115.9211875, 117.311125, 119.4410625, 123.1501875, 128.282625, 130.4725625, 134.8318125, 137.6241875, 141.50412500000002, 143.7179375, 146.560875, 147.92337500000002, 150.26337500000002, 153.11337500000002, 155.06331250000002, 158.01593750000004, 162.39587500000005, 165.18587500000004, 167.29581250000004, 169.30050000000003]"
/content/continuous_speeches/combined_speech_Ses01F_impro03.wav,"['neu', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'hap', 'sur', 'hap', 'hap', 'hap', 'neu', 'neu', 'exc', 'hap', 'neu', 'exc', 'hap', 'hap', 'hap', 'neu', 'hap', 'neu', 'hap', 'hap', 'neu', 'neu', 'hap', 'hap', 'neu', 'exc', 'sur', 'neu', 'sur']","[2.2199375, 6.6224375, 8.322375000000001, 11.5273125, 17.8673125, 22.99725, 25.85725, 29.2971875, 35.307125, 37.974624999999996, 40.644625, 42.824625, 46.594562499999995, 51.384562499999994, 56.2945625, 57.954562499999994, 61.541999999999994, 62.3844375, 66.959375, 69.7118125, 75.17181249999999, 78.86174999999999, 81.78424999999999, 85.71424999999999, 87.9341875, 89.98662499999999, 92.55656249999998, 96.48656249999999, 98.5465, 100.83143749999999, 103.62893749999999, 104.94887499999999, 108.926375, 112.236375, 114.4888125, 115.9263125]"
/content/continuous_speeches/combined_speech_Ses01M_script01_1.wav,"['sad', 'sad', 'fru', 'ang', 'ang', 'sad', 'ang', 'sad', 'fru', 'fru', 'fru', 'fru', 'sur', 'ang', 'fru', 'neu', 'ang', 'ang', 'fru', 'ang', 'ang', 'ang', 'fru', 'neu', 'ang', 'ang', 'fru', 'fru', 'ang', 'sad', 'ang', 'fru', 'sad', 'sad', 'ang', 'sur', 'ang', 'neu', 'ang', 'sur', 'fru', 'sad', 'ang', 'sad', 'ang', 'sur', 'sad', 'fru', 'sad', 'sur', 'sad', 'ang', 'fru', 'ang', 'sad', 'fru', 'ang', 'ang']","[3.1135, 5.266, 15.6536875, 19.0310625, 24.0393125, 27.6539375, 30.8049375, 33.1681875, 35.7181875, 38.0281875, 45.1781875, 47.938125, 51.80325, 59.7431875, 63.33425, 66.2841875, 72.854125, 85.904125, 96.6715625, 109.1004375, 112.7704375, 124.07543749999999, 134.7554375, 138.73175, 142.1458125, 145.25575, 147.95475000000002, 155.1565625, 159.45656250000002, 164.42656250000002, 170.20156250000002, 175.69106250000002, 178.61700000000002, 180.62331250000003, 184.03325000000004, 186.26325000000003, 190.12425000000002, 196.25925, 203.9954375, 206.5654375, 208.8804375, 214.000375, 216.03787499999999, 218.2510625, 224.53437499999998, 226.75243749999998, 235.92243749999997, 243.09243749999996, 245.77237499999995, 250.41087499999995, 256.75087499999995, 259.67331249999995, 263.2046875, 275.0671875, 279.75624999999997, 285.4086875, 288.058625, 294.928625]"
/content/continuous_speeches/combined_speech_Ses01M_impro03.wav,"['neu', 'exc', 'exc', 'exc', 'exc', 'neu', 'exc', 'exc', 'neu', 'neu', 'exc', 'exc', 'exc', 'exc', 'exc', 'neu', 'exc', 'exc', 'exc', 'neu', 'exc', 'exc', 'exc', 'exc', 'exc', 'sur', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc', 'exc']","[2.05, 4.6974374999999995, 6.4274375, 10.1024375, 17.312375, 20.222375, 21.774874999999998, 26.197374999999997, 33.659875, 37.269875, 42.5298125, 44.30975, 48.089687500000004, 59.1471875, 70.4771875, 74.0171875, 75.7371875, 77.5371875, 79.827125, 81.0870625, 83.2395625, 91.0195625, 98.5395, 102.8695, 106.1795, 107.4694375, 115.5519375, 118.811875, 121.409375, 125.1868125, 129.7268125, 138.13925, 153.20675, 157.3966875, 160.03662500000002, 167.236625, 177.0165625, 180.7515625, 182.8515625, 186.8415, 190.7715]"
/content/continuous_speeches/combined_speech_Ses01M_impro01.wav,"['fru', 'fru', 'ang', 'ang', 'ang', 'ang', 'ang', 'fru', 'fru', 'ang', 'neu', 'ang', 'fru', 'ang', 'fru', 'fru', 'fru', 'fru', 'ang', 'fru', 'ang', 'neu', 'fru', 'ang', 'fru', 'ang', 'fru', 'ang', 'fru', 'neu']","[3.1299375, 7.619937500000001, 13.129875000000002, 16.459875000000004, 18.509875000000005, 22.129875000000006, 25.549812500000005, 27.569750000000006, 31.034750000000006, 41.7246875, 45.437125, 49.173125, 50.543124999999996, 53.8880625, 57.1380625, 59.538062499999995, 62.73049999999999, 69.4605, 71.1504375, 73.090375, 75.25031249999999, 77.73025, 80.78937499999999, 83.459375, 88.769375, 90.694375, 99.45431249999999, 104.36681249999998, 106.89674999999998, 109.11668749999998]"
/content/continuous_speeches/combined_speech_Ses01F_impro05.wav,"['ang', 'neu', 'ang', 'neu', 'hap', 'neu', 'fru', 'neu', 'ang', 'hap', 'ang', 'fru', 'ang', 'ang', 'neu', 'ang', 'ang', 'ang', 'fru', 'neu', 'fru', 'ang', 'neu', 'sur', 'sur', 'ang', 'neu', 'ang', 'ang', 'ang', 'ang', 'ang', 'neu', 'neu', 'ang', 'ang', 'ang', 'neu']","[4.7599375, 8.819875, 10.739875, 17.134875, 18.244812500000002, 21.267312500000003, 22.5773125, 24.15725, 26.2771875, 27.5071875, 29.1746875, 30.584625000000003, 32.979625000000006, 35.097125000000005, 38.83712500000001, 42.217062500000004, 43.597, 52.962, 54.8619375, 56.236875000000005, 65.9368125, 69.32425, 75.17675000000001, 81.42425000000001, 88.09418750000002, 92.04412500000002, 97.79162500000002, 99.27912500000002, 104.65406250000002, 109.77400000000003, 114.20893750000003, 117.51893750000004, 118.96887500000004, 125.07881250000004, 140.57381250000003, 144.48381250000003, 151.80375000000004, 153.54087500000003]"
/content/continuous_speeches/combined_speech_Ses01M_impro02.wav,"['fru', 'sad', 'sad', 'neu', 'sad', 'sur', 'sad', 'sad', 'sad', 'sad', 'sad', 'fru', 'sad', 'sad', 'sad', 'fru', 'sad', 'fru', 'sad', 'sad', 'sad']","[1.2649375, 5.6899375, 8.879875, 12.276125, 20.616125, 23.7260625, 30.4060625, 32.4760625, 36.866, 39.5809375, 41.660875, 43.160875, 46.4208125, 48.25075, 50.940687499999996, 54.07062499999999, 58.26056249999999, 61.460562499999995, 65.2205, 67.6704375, 72.610375]"
/content/continuous_speeches/combined_speech_Ses01M_script02_2.wav,"['neu', 'sad', 'hap', 'hap', 'ang', 'neu', 'fru', 'hap', 'fru', 'fru', 'fru', 'neu', 'exc', 'sad', 'ang', 'neu', 'neu', 'fru', 'fru', 'fru', 'ang', 'sad', 'neu', 'neu', 'hap', 'sad', 'exc', 'sad', 'fru', 'neu', 'neu', 'fru', 'neu', 'ang', 'fru', 'fru', 'neu', 'fru', 'sad', 'sad', 'neu', 'sad', 'sad', 'fru', 'ang', 'neu', 'neu', 'ang', 'sad', 'neu', 'hap', 'sad', 'ang', 'ang', 'sad', 'sad', 'neu', 'sur', 'ang', 'sad', 'sur', 'fru', 'ang', 'fru']","[9.8325, 16.5424375, 24.173375, 26.937375, 38.424875, 43.11875, 44.85875, 48.3661875, 53.728625, 56.11675, 58.984500000000004, 67.417, 75.72175, 80.3614375, 85.50925, 87.67168749999999, 91.9790625, 97.2590625, 103.899, 106.1389375, 113.486375, 124.105375, 125.7603125, 128.65449999999998, 132.987, 140.130875, 145.392125, 147.392125, 150.49487499999998, 159.33481249999997, 160.71981249999996, 163.81881249999995, 166.15512499999994, 169.73762499999995, 172.28256249999995, 174.16249999999997, 176.85574999999997, 181.73318749999999, 196.58818749999998, 198.49931249999997, 212.36431249999998, 216.6969375, 222.3995, 223.86943749999998, 228.809375, 231.619375, 236.0813125, 240.7413125, 247.40675, 249.8266875, 256.09749999999997, 267.6975, 281.98168749999996, 286.511625, 288.39181249999996, 298.20006249999994, 301.6661874999999, 309.80274999999995, 313.05274999999995, 316.05968749999994, 320.84218749999997, 328.989625, 335.74956249999997, 338.8380625]"
